,iid,date,score,type,bid,timestamp,year
11957,68784_20181214,12/14/2018 12:00:00 AM,100,Routine - Unscheduled,68784,2018-12-14,2018
11958,68784_20190618,06/18/2019 12:00:00 AM,100,Routine - Unscheduled,68784,2019-06-18,2019
11959,68799_20170719,07/19/2017 12:00:00 AM,80,Routine - Unscheduled,68799,2017-07-19,2017
11960,68799_20170731,07/31/2017 12:00:00 AM,-1,Reinspection/Followup,68799,2017-07-31,2017
11961,68799_20180321,03/21/2018 12:00:00 AM,-1,Complaint,68799,2018-03-21,2018
11962,68799_20180419,04/19/2018 12:00:00 AM,96,Routine - Unscheduled,68799,2018-04-19,2018
11963,68799_20180717,07/17/2018 12:00:00 AM,-1,Complaint,68799,2018-07-17,2018
11964,68799_20181019,10/19/2018 12:00:00 AM,-1,Complaint,68799,2018-10-19,2018
11965,68799_20190617,06/17/2019 12:00:00 AM,96,Routine - Unscheduled,68799,2019-06-17,2019
12013,68894_20161103,11/03/2016 12:00:00 AM,90,Routine - Unscheduled,68894,2016-11-03,2016
12014,68894_20161110,11/10/2016 12:00:00 AM,-1,Reinspection/Followup,68894,2016-11-10,2016
12015,68894_20180125,01/25/2018 12:00:00 AM,96,Routine - Unscheduled,68894,2018-01-25,2018
12016,68894_20180710,07/10/2018 12:00:00 AM,94,Routine - Unscheduled,68894,2018-07-10,2018
12017,68894_20190529,05/29/2019 12:00:00 AM,91,Routine - Unscheduled,68894,2019-05-29,2019
12021,68909_20180327,03/27/2018 12:00:00 AM,96,Routine - Unscheduled,68909,2018-03-27,2018
12022,68909_20190426,04/26/2019 12:00:00 AM,96,Routine - Unscheduled,68909,2019-04-26,2019
12039,68963_20180213,02/13/2018 12:00:00 AM,90,Routine - Unscheduled,68963,2018-02-13,2018
12040,68963_20180724,07/24/2018 12:00:00 AM,-1,Complaint,68963,2018-07-24,2018
12041,68963_20180727,07/27/2018 12:00:00 AM,-1,Reinspection/Followup,68963,2018-07-27,2018
12062,69016_20170911,09/11/2017 12:00:00 AM,83,Routine - Unscheduled,69016,2017-09-11,2017
12063,69016_20170920,09/20/2017 12:00:00 AM,-1,Reinspection/Followup,69016,2017-09-20,2017
12064,69016_20180301,03/01/2018 12:00:00 AM,72,Routine - Unscheduled,69016,2018-03-01,2018
12065,69016_20180322,03/22/2018 12:00:00 AM,-1,Reinspection/Followup,69016,2018-03-22,2018
12066,69016_20180813,08/13/2018 12:00:00 AM,78,Routine - Unscheduled,69016,2018-08-13,2018
12067,69016_20180822,08/22/2018 12:00:00 AM,-1,Reinspection/Followup,69016,2018-08-22,2018
12068,69016_20190227,02/27/2019 12:00:00 AM,76,Routine - Unscheduled,69016,2019-02-27,2019
12069,69016_20190923,09/23/2019 12:00:00 AM,82,Routine - Unscheduled,69016,2019-09-23,2019
12070,69016_20190924,09/24/2019 12:00:00 AM,-1,Reinspection/Followup,69016,2019-09-24,2019
12091,69110_20161011,10/11/2016 12:00:00 AM,88,Routine - Unscheduled,69110,2016-10-11,2016
12092,69110_20161018,10/18/2016 12:00:00 AM,-1,Reinspection/Followup,69110,2016-10-18,2016
12093,69110_20170711,07/11/2017 12:00:00 AM,80,Routine - Unscheduled,69110,2017-07-11,2017
12094,69110_20170713,07/13/2017 12:00:00 AM,-1,Reinspection/Followup,69110,2017-07-13,2017
12095,69110_20180424,04/24/2018 12:00:00 AM,84,Routine - Unscheduled,69110,2018-04-24,2018
12096,69110_20180509,05/09/2018 12:00:00 AM,-1,Reinspection/Followup,69110,2018-05-09,2018
12097,69110_20190521,05/21/2019 12:00:00 AM,87,Routine - Unscheduled,69110,2019-05-21,2019
12098,69110_20190529,05/29/2019 12:00:00 AM,-1,Non-inspection site visit,69110,2019-05-29,2019
12099,69110_20190530,05/30/2019 12:00:00 AM,-1,Reinspection/Followup,69110,2019-05-30,2019
12122,69147_20161205,12/05/2016 12:00:00 AM,91,Routine - Unscheduled,69147,2016-12-05,2016
12123,69147_20170222,02/22/2017 12:00:00 AM,-1,Foodborne Illness Investigation,69147,2017-02-22,2017
12124,69147_20171109,11/09/2017 12:00:00 AM,-1,Non-inspection site visit,69147,2017-11-09,2017
12125,69147_20171116,11/16/2017 12:00:00 AM,-1,Reinspection/Followup,69147,2017-11-16,2017
12126,69147_20180620,06/20/2018 12:00:00 AM,92,Routine - Unscheduled,69147,2018-06-20,2018
12149,69181_20161103,11/03/2016 12:00:00 AM,98,Routine - Unscheduled,69181,2016-11-03,2016
12150,69181_20180116,01/16/2018 12:00:00 AM,92,Routine - Unscheduled,69181,2018-01-16,2018
12151,69181_20180126,01/26/2018 12:00:00 AM,-1,Reinspection/Followup,69181,2018-01-26,2018
12152,69181_20180719,07/19/2018 12:00:00 AM,89,Routine - Unscheduled,69181,2018-07-19,2018
12153,69181_20181019,10/19/2018 12:00:00 AM,-1,Complaint,69181,2018-10-19,2018
12154,69181_20190529,05/29/2019 12:00:00 AM,96,Routine - Unscheduled,69181,2019-05-29,2019
12222,69291_20161221,12/21/2016 12:00:00 AM,100,Routine - Unscheduled,69291,2016-12-21,2016
12223,69291_20170822,08/22/2017 12:00:00 AM,94,Routine - Unscheduled,69291,2017-08-22,2017
12224,69291_20180924,09/24/2018 12:00:00 AM,92,Routine - Unscheduled,69291,2018-09-24,2018
12254,69353_20170828,08/28/2017 12:00:00 AM,75,Routine - Unscheduled,69353,2017-08-28,2017
12255,69353_20170829,08/29/2017 12:00:00 AM,-1,Reinspection/Followup,69353,2017-08-29,2017
12256,69353_20180207,02/07/2018 12:00:00 AM,85,Routine - Unscheduled,69353,2018-02-07,2018
12257,69353_20180214,02/14/2018 12:00:00 AM,-1,Reinspection/Followup,69353,2018-02-14,2018
12258,69353_20180731,07/31/2018 12:00:00 AM,91,Routine - Unscheduled,69353,2018-07-31,2018
12259,69353_20180823,08/23/2018 12:00:00 AM,-1,Reinspection/Followup,69353,2018-08-23,2018
12260,69353_20190307,03/07/2019 12:00:00 AM,85,Routine - Unscheduled,69353,2019-03-07,2019
12261,69353_20190315,03/15/2019 12:00:00 AM,-1,Reinspection/Followup,69353,2019-03-15,2019
12262,69353_20190320,03/20/2019 12:00:00 AM,-1,Reinspection/Followup,69353,2019-03-20,2019
12263,69368_20170922,09/22/2017 12:00:00 AM,92,Routine - Unscheduled,69368,2017-09-22,2017
12264,69368_20181004,10/04/2018 12:00:00 AM,94,Routine - Unscheduled,69368,2018-10-04,2018
12265,69368_20190715,07/15/2019 12:00:00 AM,-1,Routine - Scheduled,69368,2019-07-15,2019
12266,69368_20190723,07/23/2019 12:00:00 AM,-1,Reinspection/Followup,69368,2019-07-23,2019
12269,69388_20170719,07/19/2017 12:00:00 AM,94,Routine - Unscheduled,69388,2017-07-19,2017
12270,69388_20180326,03/26/2018 12:00:00 AM,94,Routine - Unscheduled,69388,2018-03-26,2018
12271,69388_20181203,12/03/2018 12:00:00 AM,89,Routine - Unscheduled,69388,2018-12-03,2018
12280,69397_20170203,02/03/2017 12:00:00 AM,64,Routine - Unscheduled,69397,2017-02-03,2017
12281,69397_20170210,02/10/2017 12:00:00 AM,-1,Reinspection/Followup,69397,2017-02-10,2017
12282,69397_20190403,04/03/2019 12:00:00 AM,-1,Complaint,69397,2019-04-03,2019
12283,69397_20190404,04/04/2019 12:00:00 AM,-1,Reinspection/Followup,69397,2019-04-04,2019
12284,69397_20190418,04/18/2019 12:00:00 AM,-1,Reinspection/Followup,69397,2019-04-18,2019
12285,69403_20170225,02/25/2017 12:00:00 AM,-1,Complaint,69403,2017-02-25,2017
12286,69403_20170412,04/12/2017 12:00:00 AM,-1,New Construction,69403,2017-04-12,2017
12287,69403_20170609,06/09/2017 12:00:00 AM,-1,Reinspection/Followup,69403,2017-06-09,2017
12288,69403_20170918,09/18/2017 12:00:00 AM,86,Routine - Unscheduled,69403,2017-09-18,2017
12289,69403_20170929,09/29/2017 12:00:00 AM,-1,Reinspection/Followup,69403,2017-09-29,2017
12290,69403_20171013,10/13/2017 12:00:00 AM,-1,Reinspection/Followup,69403,2017-10-13,2017
12291,69403_20180501,05/01/2018 12:00:00 AM,87,Routine - Unscheduled,69403,2018-05-01,2018
12292,69403_20180502,05/02/2018 12:00:00 AM,-1,Reinspection/Followup,69403,2018-05-02,2018
12293,69403_20190613,06/13/2019 12:00:00 AM,90,Routine - Unscheduled,69403,2019-06-13,2019
12321,69475_20170531,05/31/2017 12:00:00 AM,92,Routine - Unscheduled,69475,2017-05-31,2017
12322,69475_20180319,03/19/2018 12:00:00 AM,96,Routine - Unscheduled,69475,2018-03-19,2018
12323,69475_20190118,01/18/2019 12:00:00 AM,90,Routine - Unscheduled,69475,2019-01-18,2019
12324,69475_20190130,01/30/2019 12:00:00 AM,-1,Reinspection/Followup,69475,2019-01-30,2019
12325,69475_20190703,07/03/2019 12:00:00 AM,98,Routine - Unscheduled,69475,2019-07-03,2019
12344,69512_20180215,02/15/2018 12:00:00 AM,96,Routine - Unscheduled,69512,2018-02-15,2018
12355,69528_20171004,10/04/2017 12:00:00 AM,96,Routine - Unscheduled,69528,2017-10-04,2017
12356,69528_20190626,06/26/2019 12:00:00 AM,98,Routine - Unscheduled,69528,2019-06-26,2019
12416,69665_20161118,11/18/2016 12:00:00 AM,83,Routine - Unscheduled,69665,2016-11-18,2016
12417,69665_20171010,10/10/2017 12:00:00 AM,87,Routine - Unscheduled,69665,2017-10-10,2017
12418,69665_20171017,10/17/2017 12:00:00 AM,-1,Reinspection/Followup,69665,2017-10-17,2017
12419,69665_20180201,02/01/2018 12:00:00 AM,-1,Complaint,69665,2018-02-01,2018
12420,69665_20180626,06/26/2018 12:00:00 AM,-1,Complaint,69665,2018-06-26,2018
12421,69665_20180912,09/12/2018 12:00:00 AM,-1,Complaint,69665,2018-09-12,2018
12422,69665_20190404,04/04/2019 12:00:00 AM,86,Routine - Unscheduled,69665,2019-04-04,2019
12423,69665_20190415,04/15/2019 12:00:00 AM,-1,Reinspection/Followup,69665,2019-04-15,2019
12424,69665_20190423,04/23/2019 12:00:00 AM,-1,Reinspection/Followup,69665,2019-04-23,2019
12435,69679_20171113,11/13/2017 12:00:00 AM,96,Routine - Unscheduled,69679,2017-11-13,2017
12436,69679_20171120,11/20/2017 12:00:00 AM,-1,Reinspection/Followup,69679,2017-11-20,2017
12437,69679_20181012,10/12/2018 12:00:00 AM,98,Routine - Unscheduled,69679,2018-10-12,2018
12438,69679_20190524,05/24/2019 12:00:00 AM,100,Routine - Unscheduled,69679,2019-05-24,2019
12439,69680_20171114,11/14/2017 12:00:00 AM,94,Routine - Unscheduled,69680,2017-11-14,2017
12440,69680_20190122,01/22/2019 12:00:00 AM,92,Routine - Unscheduled,69680,2019-01-22,2019
12473,69753_20170508,05/08/2017 12:00:00 AM,98,Routine - Unscheduled,69753,2017-05-08,2017
12474,69753_20180730,07/30/2018 12:00:00 AM,87,Routine - Unscheduled,69753,2018-07-30,2018
12475,69753_20190806,08/06/2019 12:00:00 AM,96,Routine - Unscheduled,69753,2019-08-06,2019
12501,69782_20170726,07/26/2017 12:00:00 AM,88,Routine - Unscheduled,69782,2017-07-26,2017
12502,69782_20180627,06/27/2018 12:00:00 AM,90,Routine - Unscheduled,69782,2018-06-27,2018
12503,69782_20180724,07/24/2018 12:00:00 AM,-1,Reinspection/Followup,69782,2018-07-24,2018
12504,69782_20190311,03/11/2019 12:00:00 AM,88,Routine - Unscheduled,69782,2019-03-11,2019
12514,69799_20161007,10/07/2016 12:00:00 AM,-1,Reinspection/Followup,69799,2016-10-07,2016
12515,69799_20161013,10/13/2016 12:00:00 AM,-1,New Construction,69799,2016-10-13,2016
12516,69799_20170118,01/18/2017 12:00:00 AM,86,Routine - Unscheduled,69799,2017-01-18,2017
12517,69799_20170526,05/26/2017 12:00:00 AM,-1,Complaint,69799,2017-05-26,2017
12518,69799_20171012,10/12/2017 12:00:00 AM,94,Routine - Unscheduled,69799,2017-10-12,2017
12519,69799_20171101,11/01/2017 12:00:00 AM,-1,Complaint,69799,2017-11-01,2017
12520,69799_20171103,11/03/2017 12:00:00 AM,-1,Complaint,69799,2017-11-03,2017
12521,69799_20171204,12/04/2017 12:00:00 AM,-1,Complaint,69799,2017-12-04,2017
12522,69799_20171211,12/11/2017 12:00:00 AM,-1,Complaint Reinspection/Followup,69799,2017-12-11,2017
12523,69799_20180328,03/28/2018 12:00:00 AM,90,Routine - Unscheduled,69799,2018-03-28,2018
12524,69799_20181001,10/01/2018 12:00:00 AM,91,Routine - Unscheduled,69799,2018-10-01,2018
12525,69799_20181010,10/10/2018 12:00:00 AM,-1,Reinspection/Followup,69799,2018-10-10,2018
12526,69799_20190402,04/02/2019 12:00:00 AM,83,Routine - Unscheduled,69799,2019-04-02,2019
12527,69799_20190729,07/29/2019 12:00:00 AM,-1,Complaint,69799,2019-07-29,2019
12528,69799_20190813,08/13/2019 12:00:00 AM,-1,Complaint Reinspection/Followup,69799,2019-08-13,2019
12529,69813_20161031,10/31/2016 12:00:00 AM,96,Routine - Unscheduled,69813,2016-10-31,2016
12530,69813_20171010,10/10/2017 12:00:00 AM,92,Routine - Unscheduled,69813,2017-10-10,2017
12531,69813_20180119,01/19/2018 12:00:00 AM,-1,Complaint,69813,2018-01-19,2018
12532,69813_20180122,01/22/2018 12:00:00 AM,-1,Complaint Reinspection/Followup,69813,2018-01-22,2018
12533,69813_20180516,05/16/2018 12:00:00 AM,90,Routine - Unscheduled,69813,2018-05-16,2018
12534,69813_20190502,05/02/2019 12:00:00 AM,92,Routine - Unscheduled,69813,2019-05-02,2019
12539,69849_20170830,08/30/2017 12:00:00 AM,90,Routine - Unscheduled,69849,2017-08-30,2017
12540,69849_20180305,03/05/2018 12:00:00 AM,94,Routine - Unscheduled,69849,2018-03-05,2018
12541,69849_20190410,04/10/2019 12:00:00 AM,96,Routine - Unscheduled,69849,2019-04-10,2019
12567,69957_20170201,02/01/2017 12:00:00 AM,88,Routine - Unscheduled,69957,2017-02-01,2017
12568,69957_20180718,07/18/2018 12:00:00 AM,92,Routine - Unscheduled,69957,2018-07-18,2018
12569,69957_20190403,04/03/2019 12:00:00 AM,86,Routine - Unscheduled,69957,2019-04-03,2019
12570,69962_20170918,09/18/2017 12:00:00 AM,86,Routine - Unscheduled,69962,2017-09-18,2017
12571,69962_20181129,11/29/2018 12:00:00 AM,-1,Complaint,69962,2018-11-29,2018
12572,69962_20181206,12/06/2018 12:00:00 AM,-1,Reinspection/Followup,69962,2018-12-06,2018
12573,69962_20190711,07/11/2019 12:00:00 AM,68,Routine - Unscheduled,69962,2019-07-11,2019
12574,69962_20190723,07/23/2019 12:00:00 AM,-1,Reinspection/Followup,69962,2019-07-23,2019
12602,70019_20170710,07/10/2017 12:00:00 AM,85,Routine - Unscheduled,70019,2017-07-10,2017
12603,70019_20170721,07/21/2017 12:00:00 AM,-1,Reinspection/Followup,70019,2017-07-21,2017
12604,70019_20180124,01/24/2018 12:00:00 AM,90,Routine - Unscheduled,70019,2018-01-24,2018
12605,70019_20190515,05/15/2019 12:00:00 AM,86,Routine - Unscheduled,70019,2019-05-15,2019
12621,70064_20161207,12/07/2016 12:00:00 AM,94,Routine - Unscheduled,70064,2016-12-07,2016
12622,70064_20171101,11/01/2017 12:00:00 AM,75,Routine - Unscheduled,70064,2017-11-01,2017
12623,70064_20171109,11/09/2017 12:00:00 AM,-1,Reinspection/Followup,70064,2017-11-09,2017
12624,70064_20180709,07/09/2018 12:00:00 AM,85,Routine - Unscheduled,70064,2018-07-09,2018
12625,70064_20180720,07/20/2018 12:00:00 AM,-1,Reinspection/Followup,70064,2018-07-20,2018
12626,70064_20190710,07/10/2019 12:00:00 AM,84,Routine - Unscheduled,70064,2019-07-10,2019
12627,70064_20190719,07/19/2019 12:00:00 AM,-1,Reinspection/Followup,70064,2019-07-19,2019
12669,70184_20161025,10/25/2016 12:00:00 AM,-1,Complaint,70184,2016-10-25,2016
12670,70184_20170816,08/16/2017 12:00:00 AM,-1,Non-inspection site visit,70184,2017-08-16,2017
12671,70184_20170821,08/21/2017 12:00:00 AM,72,Routine - Unscheduled,70184,2017-08-21,2017
12672,70184_20170830,08/30/2017 12:00:00 AM,-1,Reinspection/Followup,70184,2017-08-30,2017
12673,70184_20171017,10/17/2017 12:00:00 AM,-1,Complaint,70184,2017-10-17,2017
12674,70184_20180313,03/13/2018 12:00:00 AM,83,Routine - Unscheduled,70184,2018-03-13,2018
12675,70184_20180323,03/23/2018 12:00:00 AM,-1,Reinspection/Followup,70184,2018-03-23,2018
12676,70184_20180326,03/26/2018 12:00:00 AM,-1,Reinspection/Followup,70184,2018-03-26,2018
12677,70184_20190311,03/11/2019 12:00:00 AM,88,Routine - Unscheduled,70184,2019-03-11,2019
12678,70184_20190319,03/19/2019 12:00:00 AM,-1,Reinspection/Followup,70184,2019-03-19,2019
12829,70641_20161102,11/02/2016 12:00:00 AM,71,Routine - Unscheduled,70641,2016-11-02,2016
12830,70641_20161104,11/04/2016 12:00:00 AM,-1,Reinspection/Followup,70641,2016-11-04,2016
12831,70641_20161109,11/09/2016 12:00:00 AM,-1,Reinspection/Followup,70641,2016-11-09,2016
12832,70641_20180626,06/26/2018 12:00:00 AM,87,Routine - Unscheduled,70641,2018-06-26,2018
12937,70949_20161129,11/29/2016 12:00:00 AM,94,Routine - Unscheduled,70949,2016-11-29,2016
12938,70949_20181023,10/23/2018 12:00:00 AM,90,Routine - Unscheduled,70949,2018-10-23,2018
12939,70949_20181026,10/26/2018 12:00:00 AM,-1,Reinspection/Followup,70949,2018-10-26,2018
12990,71065_20161221,12/21/2016 12:00:00 AM,-1,Complaint,71065,2016-12-21,2016
12991,71065_20170217,02/17/2017 12:00:00 AM,-1,Complaint,71065,2017-02-17,2017
12992,71065_20171211,12/11/2017 12:00:00 AM,89,Routine - Unscheduled,71065,2017-12-11,2017
12993,71065_20180126,01/26/2018 12:00:00 AM,-1,Reinspection/Followup,71065,2018-01-26,2018
12994,71065_20180403,04/03/2018 12:00:00 AM,-1,Complaint,71065,2018-04-03,2018
12995,71065_20190118,01/18/2019 12:00:00 AM,73,Routine - Unscheduled,71065,2019-01-18,2019
12996,71065_20190213,02/13/2019 12:00:00 AM,-1,Reinspection/Followup,71065,2019-02-13,2019
12997,71065_20190625,06/25/2019 12:00:00 AM,-1,Complaint,71065,2019-06-25,2019
12998,71065_20190701,07/01/2019 12:00:00 AM,-1,Complaint,71065,2019-07-01,2019
12999,71065_20190709,07/09/2019 12:00:00 AM,-1,Reinspection/Followup,71065,2019-07-09,2019
13000,71065_20190722,07/22/2019 12:00:00 AM,-1,Reinspection/Followup,71065,2019-07-22,2019
13023,71149_20180110,01/10/2018 12:00:00 AM,92,Routine - Unscheduled,71149,2018-01-10,2018
13024,71149_20190404,04/04/2019 12:00:00 AM,90,Routine - Unscheduled,71149,2019-04-04,2019
13072,71328_20180619,06/19/2018 12:00:00 AM,92,Routine - Unscheduled,71328,2018-06-19,2018
13073,71356_20170606,06/06/2017 12:00:00 AM,87,Routine - Unscheduled,71356,2017-06-06,2017
13074,71356_20181016,10/16/2018 12:00:00 AM,89,Routine - Unscheduled,71356,2018-10-16,2018
13075,71356_20181029,10/29/2018 12:00:00 AM,-1,Reinspection/Followup,71356,2018-10-29,2018
13076,71366_20180405,04/05/2018 12:00:00 AM,92,Routine - Unscheduled,71366,2018-04-05,2018
13077,71366_20190411,04/11/2019 12:00:00 AM,88,Routine - Unscheduled,71366,2019-04-11,2019
13078,71366_20190419,04/19/2019 12:00:00 AM,-1,Reinspection/Followup,71366,2019-04-19,2019
13079,71366_20190710,07/10/2019 12:00:00 AM,-1,Complaint,71366,2019-07-10,2019
13103,71430_20180827,08/27/2018 12:00:00 AM,90,Routine - Unscheduled,71430,2018-08-27,2018
13128,71476_20161207,12/07/2016 12:00:00 AM,96,Routine - Unscheduled,71476,2016-12-07,2016
13129,71476_20180628,06/28/2018 12:00:00 AM,92,Routine - Unscheduled,71476,2018-06-28,2018
13144,71530_20180409,04/09/2018 12:00:00 AM,93,Routine - Unscheduled,71530,2018-04-09,2018
13145,71530_20180418,04/18/2018 12:00:00 AM,-1,Reinspection/Followup,71530,2018-04-18,2018
13146,71530_20190422,04/22/2019 12:00:00 AM,85,Routine - Unscheduled,71530,2019-04-22,2019
13147,71530_20190807,08/07/2019 12:00:00 AM,96,Routine - Unscheduled,71530,2019-08-07,2019
13178,71696_20161118,11/18/2016 12:00:00 AM,90,Routine - Unscheduled,71696,2016-11-18,2016
13179,71696_20180525,05/25/2018 12:00:00 AM,86,Routine - Unscheduled,71696,2018-05-25,2018
13180,71696_20181205,12/05/2018 12:00:00 AM,89,Routine - Unscheduled,71696,2018-12-05,2018
13181,71696_20181221,12/21/2018 12:00:00 AM,-1,Reinspection/Followup,71696,2018-12-21,2018
13182,71696_20190702,07/02/2019 12:00:00 AM,94,Routine - Unscheduled,71696,2019-07-02,2019
13218,71915_20171121,11/21/2017 12:00:00 AM,84,Routine - Unscheduled,71915,2017-11-21,2017
13219,71915_20171204,12/04/2017 12:00:00 AM,-1,Reinspection/Followup,71915,2017-12-04,2017
13220,71946_20180124,01/24/2018 12:00:00 AM,100,Routine - Unscheduled,71946,2018-01-24,2018
13221,71946_20190319,03/19/2019 12:00:00 AM,89,Routine - Unscheduled,71946,2019-03-19,2019
13222,71946_20190807,08/07/2019 12:00:00 AM,93,Routine - Unscheduled,71946,2019-08-07,2019
13223,71962_20170303,03/03/2017 12:00:00 AM,83,Routine - Unscheduled,71962,2017-03-03,2017
13224,71962_20170417,04/17/2017 12:00:00 AM,-1,Reinspection/Followup,71962,2017-04-17,2017
13225,71962_20180323,03/23/2018 12:00:00 AM,100,Routine - Unscheduled,71962,2018-03-23,2018
13226,71962_20190731,07/31/2019 12:00:00 AM,89,Routine - Unscheduled,71962,2019-07-31,2019
13227,71962_20190823,08/23/2019 12:00:00 AM,-1,Reinspection/Followup,71962,2019-08-23,2019
13228,71962_20190903,09/03/2019 12:00:00 AM,-1,Reinspection/Followup,71962,2019-09-03,2019
13229,71962_20190913,09/13/2019 12:00:00 AM,-1,Reinspection/Followup,71962,2019-09-13,2019
13238,71999_20170201,02/01/2017 12:00:00 AM,83,Routine - Unscheduled,71999,2017-02-01,2017
13239,71999_20170301,03/01/2017 12:00:00 AM,-1,Reinspection/Followup,71999,2017-03-01,2017
13240,71999_20170308,03/08/2017 12:00:00 AM,-1,Reinspection/Followup,71999,2017-03-08,2017
13241,71999_20171127,11/27/2017 12:00:00 AM,-1,Foodborne Illness Investigation,71999,2017-11-27,2017
13242,71999_20181015,10/15/2018 12:00:00 AM,94,Routine - Unscheduled,71999,2018-10-15,2018
13243,71999_20190507,05/07/2019 12:00:00 AM,87,Routine - Unscheduled,71999,2019-05-07,2019
13280,72027_20170830,08/30/2017 12:00:00 AM,82,Routine - Unscheduled,72027,2017-08-30,2017
13281,72027_20171005,10/05/2017 12:00:00 AM,-1,Reinspection/Followup,72027,2017-10-05,2017
13282,72027_20180430,04/30/2018 12:00:00 AM,88,Routine - Unscheduled,72027,2018-04-30,2018
13283,72027_20190107,01/07/2019 12:00:00 AM,-1,Non-inspection site visit,72027,2019-01-07,2019
13369,72171_20170127,01/27/2017 12:00:00 AM,-1,New Construction,72171,2017-01-27,2017
13370,72171_20180403,04/03/2018 12:00:00 AM,90,Routine - Unscheduled,72171,2018-04-03,2018
13371,72171_20180409,04/09/2018 12:00:00 AM,-1,Reinspection/Followup,72171,2018-04-09,2018
13372,72171_20180416,04/16/2018 12:00:00 AM,-1,Non-inspection site visit,72171,2018-04-16,2018
13373,72171_20190122,01/22/2019 12:00:00 AM,78,Routine - Unscheduled,72171,2019-01-22,2019
13374,72171_20190205,02/05/2019 12:00:00 AM,-1,Reinspection/Followup,72171,2019-02-05,2019
13375,72171_20190219,02/19/2019 12:00:00 AM,-1,Reinspection/Followup,72171,2019-02-19,2019
13376,72171_20190722,07/22/2019 12:00:00 AM,87,Routine - Unscheduled,72171,2019-07-22,2019
13377,72171_20190729,07/29/2019 12:00:00 AM,-1,Reinspection/Followup,72171,2019-07-29,2019
13422,73849_20170623,06/23/2017 12:00:00 AM,88,Routine - Unscheduled,73849,2017-06-23,2017
13423,73849_20180504,05/04/2018 12:00:00 AM,96,Routine - Unscheduled,73849,2018-05-04,2018
13424,73849_20190124,01/24/2019 12:00:00 AM,-1,Non-inspection site visit,73849,2019-01-24,2019
13425,73849_20190410,04/10/2019 12:00:00 AM,98,Routine - Unscheduled,73849,2019-04-10,2019
13474,73998_20180827,08/27/2018 12:00:00 AM,90,Routine - Unscheduled,73998,2018-08-27,2018
13492,74039_20161018,10/18/2016 12:00:00 AM,98,Routine - Unscheduled,74039,2016-10-18,2016
13493,74039_20171011,10/11/2017 12:00:00 AM,98,Routine - Unscheduled,74039,2017-10-11,2017
13494,74039_20180510,05/10/2018 12:00:00 AM,-1,New Construction,74039,2018-05-10,2018
13495,74039_20180605,06/05/2018 12:00:00 AM,96,Routine - Unscheduled,74039,2018-06-05,2018
13496,74039_20190605,06/05/2019 12:00:00 AM,98,Routine - Unscheduled,74039,2019-06-05,2019
13538,74202_20170403,04/03/2017 12:00:00 AM,98,Routine - Unscheduled,74202,2017-04-03,2017
13539,74202_20171020,10/20/2017 12:00:00 AM,94,Routine - Unscheduled,74202,2017-10-20,2017
13540,74202_20180416,04/16/2018 12:00:00 AM,92,Routine - Unscheduled,74202,2018-04-16,2018
13541,74202_20190430,04/30/2019 12:00:00 AM,92,Routine - Unscheduled,74202,2019-04-30,2019
13542,74202_20190514,05/14/2019 12:00:00 AM,-1,Reinspection/Followup,74202,2019-05-14,2019
13543,74210_20170315,03/15/2017 12:00:00 AM,83,Routine - Unscheduled,74210,2017-03-15,2017
13544,74210_20180425,04/25/2018 12:00:00 AM,92,Routine - Unscheduled,74210,2018-04-25,2018
13545,74210_20180501,05/01/2018 12:00:00 AM,-1,Reinspection/Followup,74210,2018-05-01,2018
13546,74210_20180626,06/26/2018 12:00:00 AM,-1,Complaint,74210,2018-06-26,2018
13547,74210_20180925,09/25/2018 12:00:00 AM,-1,Foodborne Illness Investigation,74210,2018-09-25,2018
13548,74210_20180928,09/28/2018 12:00:00 AM,-1,Complaint Reinspection/Followup,74210,2018-09-28,2018
13549,74210_20190606,06/06/2019 12:00:00 AM,89,Routine - Unscheduled,74210,2019-06-06,2019
13550,74210_20190614,06/14/2019 12:00:00 AM,-1,Reinspection/Followup,74210,2019-06-14,2019
13551,74210_20190625,06/25/2019 12:00:00 AM,-1,Reinspection/Followup,74210,2019-06-25,2019
13577,74239_20161122,11/22/2016 12:00:00 AM,94,Routine - Unscheduled,74239,2016-11-22,2016
13578,74239_20170630,06/30/2017 12:00:00 AM,-1,Reinspection/Followup,74239,2017-06-30,2017
13579,74239_20171206,12/06/2017 12:00:00 AM,-1,Reinspection/Followup,74239,2017-12-06,2017
13580,74239_20190321,03/21/2019 12:00:00 AM,96,Routine - Unscheduled,74239,2019-03-21,2019
13581,74239_20190326,03/26/2019 12:00:00 AM,-1,Reinspection/Followup,74239,2019-03-26,2019
13607,74358_20161206,12/06/2016 12:00:00 AM,94,Routine - Unscheduled,74358,2016-12-06,2016
13608,74358_20161216,12/16/2016 12:00:00 AM,-1,Reinspection/Followup,74358,2016-12-16,2016
13609,74358_20171102,11/02/2017 12:00:00 AM,90,Routine - Unscheduled,74358,2017-11-02,2017
13610,74358_20171113,11/13/2017 12:00:00 AM,-1,Reinspection/Followup,74358,2017-11-13,2017
13611,74358_20180904,09/04/2018 12:00:00 AM,92,Routine - Unscheduled,74358,2018-09-04,2018
13612,74358_20190711,07/11/2019 12:00:00 AM,93,Routine - Unscheduled,74358,2019-07-11,2019
13613,74358_20190718,07/18/2019 12:00:00 AM,-1,Reinspection/Followup,74358,2019-07-18,2019
