iid,date,score,type,bid,timestamp,year
69110_20190529,05/29/2019 12:00:00 AM,-1,Non-inspection site visit,69110,2019-05-29,2019
69110_20190530,05/30/2019 12:00:00 AM,-1,Reinspection/Followup,69110,2019-05-30,2019
69147_20161205,12/05/2016 12:00:00 AM,91,Routine - Unscheduled,69147,2016-12-05,2016
69147_20170222,02/22/2017 12:00:00 AM,-1,Foodborne Illness Investigation,69147,2017-02-22,2017
69147_20171109,11/09/2017 12:00:00 AM,-1,Non-inspection site visit,69147,2017-11-09,2017
69147_20171116,11/16/2017 12:00:00 AM,-1,Reinspection/Followup,69147,2017-11-16,2017
69147_20180620,06/20/2018 12:00:00 AM,92,Routine - Unscheduled,69147,2018-06-20,2018
69181_20161103,11/03/2016 12:00:00 AM,98,Routine - Unscheduled,69181,2016-11-03,2016
69181_20180116,01/16/2018 12:00:00 AM,92,Routine - Unscheduled,69181,2018-01-16,2018
69181_20180126,01/26/2018 12:00:00 AM,-1,Reinspection/Followup,69181,2018-01-26,2018
69181_20180719,07/19/2018 12:00:00 AM,89,Routine - Unscheduled,69181,2018-07-19,2018
69181_20181019,10/19/2018 12:00:00 AM,-1,Complaint,69181,2018-10-19,2018
69181_20190529,05/29/2019 12:00:00 AM,96,Routine - Unscheduled,69181,2019-05-29,2019
69291_20161221,12/21/2016 12:00:00 AM,100,Routine - Unscheduled,69291,2016-12-21,2016
69291_20170822,08/22/2017 12:00:00 AM,94,Routine - Unscheduled,69291,2017-08-22,2017
69291_20180924,09/24/2018 12:00:00 AM,92,Routine - Unscheduled,69291,2018-09-24,2018
69353_20170828,08/28/2017 12:00:00 AM,75,Routine - Unscheduled,69353,2017-08-28,2017
69353_20170829,08/29/2017 12:00:00 AM,-1,Reinspection/Followup,69353,2017-08-29,2017
69353_20180207,02/07/2018 12:00:00 AM,85,Routine - Unscheduled,69353,2018-02-07,2018
69353_20180214,02/14/2018 12:00:00 AM,-1,Reinspection/Followup,69353,2018-02-14,2018
69353_20180731,07/31/2018 12:00:00 AM,91,Routine - Unscheduled,69353,2018-07-31,2018
69353_20180823,08/23/2018 12:00:00 AM,-1,Reinspection/Followup,69353,2018-08-23,2018
69353_20190307,03/07/2019 12:00:00 AM,85,Routine - Unscheduled,69353,2019-03-07,2019
69353_20190315,03/15/2019 12:00:00 AM,-1,Reinspection/Followup,69353,2019-03-15,2019
69353_20190320,03/20/2019 12:00:00 AM,-1,Reinspection/Followup,69353,2019-03-20,2019
69368_20170922,09/22/2017 12:00:00 AM,92,Routine - Unscheduled,69368,2017-09-22,2017
69368_20181004,10/04/2018 12:00:00 AM,94,Routine - Unscheduled,69368,2018-10-04,2018
69368_20190715,07/15/2019 12:00:00 AM,-1,Routine - Scheduled,69368,2019-07-15,2019
69368_20190723,07/23/2019 12:00:00 AM,-1,Reinspection/Followup,69368,2019-07-23,2019
69388_20170719,07/19/2017 12:00:00 AM,94,Routine - Unscheduled,69388,2017-07-19,2017
69388_20180326,03/26/2018 12:00:00 AM,94,Routine - Unscheduled,69388,2018-03-26,2018
69388_20181203,12/03/2018 12:00:00 AM,89,Routine - Unscheduled,69388,2018-12-03,2018
69397_20170203,02/03/2017 12:00:00 AM,64,Routine - Unscheduled,69397,2017-02-03,2017
69397_20170210,02/10/2017 12:00:00 AM,-1,Reinspection/Followup,69397,2017-02-10,2017
69397_20190403,04/03/2019 12:00:00 AM,-1,Complaint,69397,2019-04-03,2019
69397_20190404,04/04/2019 12:00:00 AM,-1,Reinspection/Followup,69397,2019-04-04,2019
69397_20190418,04/18/2019 12:00:00 AM,-1,Reinspection/Followup,69397,2019-04-18,2019
69403_20170225,02/25/2017 12:00:00 AM,-1,Complaint,69403,2017-02-25,2017
69403_20170412,04/12/2017 12:00:00 AM,-1,New Construction,69403,2017-04-12,2017
69403_20170609,06/09/2017 12:00:00 AM,-1,Reinspection/Followup,69403,2017-06-09,2017
69403_20170918,09/18/2017 12:00:00 AM,86,Routine - Unscheduled,69403,2017-09-18,2017
69403_20170929,09/29/2017 12:00:00 AM,-1,Reinspection/Followup,69403,2017-09-29,2017
69403_20171013,10/13/2017 12:00:00 AM,-1,Reinspection/Followup,69403,2017-10-13,2017
69403_20180501,05/01/2018 12:00:00 AM,87,Routine - Unscheduled,69403,2018-05-01,2018
69403_20180502,05/02/2018 12:00:00 AM,-1,Reinspection/Followup,69403,2018-05-02,2018
69403_20190613,06/13/2019 12:00:00 AM,90,Routine - Unscheduled,69403,2019-06-13,2019
69475_20170531,05/31/2017 12:00:00 AM,92,Routine - Unscheduled,69475,2017-05-31,2017
69475_20180319,03/19/2018 12:00:00 AM,96,Routine - Unscheduled,69475,2018-03-19,2018
69475_20190118,01/18/2019 12:00:00 AM,90,Routine - Unscheduled,69475,2019-01-18,2019
69475_20190130,01/30/2019 12:00:00 AM,-1,Reinspection/Followup,69475,2019-01-30,2019
69475_20190703,07/03/2019 12:00:00 AM,98,Routine - Unscheduled,69475,2019-07-03,2019
69512_20180215,02/15/2018 12:00:00 AM,96,Routine - Unscheduled,69512,2018-02-15,2018
69528_20171004,10/04/2017 12:00:00 AM,96,Routine - Unscheduled,69528,2017-10-04,2017
69528_20190626,06/26/2019 12:00:00 AM,98,Routine - Unscheduled,69528,2019-06-26,2019
69665_20161118,11/18/2016 12:00:00 AM,83,Routine - Unscheduled,69665,2016-11-18,2016
69665_20171010,10/10/2017 12:00:00 AM,87,Routine - Unscheduled,69665,2017-10-10,2017
69665_20171017,10/17/2017 12:00:00 AM,-1,Reinspection/Followup,69665,2017-10-17,2017
69665_20180201,02/01/2018 12:00:00 AM,-1,Complaint,69665,2018-02-01,2018
69665_20180626,06/26/2018 12:00:00 AM,-1,Complaint,69665,2018-06-26,2018
69665_20180912,09/12/2018 12:00:00 AM,-1,Complaint,69665,2018-09-12,2018
69665_20190404,04/04/2019 12:00:00 AM,86,Routine - Unscheduled,69665,2019-04-04,2019
69665_20190415,04/15/2019 12:00:00 AM,-1,Reinspection/Followup,69665,2019-04-15,2019
69665_20190423,04/23/2019 12:00:00 AM,-1,Reinspection/Followup,69665,2019-04-23,2019
69679_20171113,11/13/2017 12:00:00 AM,96,Routine - Unscheduled,69679,2017-11-13,2017
69679_20171120,11/20/2017 12:00:00 AM,-1,Reinspection/Followup,69679,2017-11-20,2017
69679_20181012,10/12/2018 12:00:00 AM,98,Routine - Unscheduled,69679,2018-10-12,2018
69679_20190524,05/24/2019 12:00:00 AM,100,Routine - Unscheduled,69679,2019-05-24,2019
69680_20171114,11/14/2017 12:00:00 AM,94,Routine - Unscheduled,69680,2017-11-14,2017
69680_20190122,01/22/2019 12:00:00 AM,92,Routine - Unscheduled,69680,2019-01-22,2019
69753_20170508,05/08/2017 12:00:00 AM,98,Routine - Unscheduled,69753,2017-05-08,2017
69753_20180730,07/30/2018 12:00:00 AM,87,Routine - Unscheduled,69753,2018-07-30,2018
69753_20190806,08/06/2019 12:00:00 AM,96,Routine - Unscheduled,69753,2019-08-06,2019
69782_20170726,07/26/2017 12:00:00 AM,88,Routine - Unscheduled,69782,2017-07-26,2017
69782_20180627,06/27/2018 12:00:00 AM,90,Routine - Unscheduled,69782,2018-06-27,2018
69782_20180724,07/24/2018 12:00:00 AM,-1,Reinspection/Followup,69782,2018-07-24,2018
69782_20190311,03/11/2019 12:00:00 AM,88,Routine - Unscheduled,69782,2019-03-11,2019
69799_20161007,10/07/2016 12:00:00 AM,-1,Reinspection/Followup,69799,2016-10-07,2016
69799_20161013,10/13/2016 12:00:00 AM,-1,New Construction,69799,2016-10-13,2016
69799_20170118,01/18/2017 12:00:00 AM,86,Routine - Unscheduled,69799,2017-01-18,2017
69799_20170526,05/26/2017 12:00:00 AM,-1,Complaint,69799,2017-05-26,2017
69799_20171012,10/12/2017 12:00:00 AM,94,Routine - Unscheduled,69799,2017-10-12,2017
69799_20171101,11/01/2017 12:00:00 AM,-1,Complaint,69799,2017-11-01,2017
69799_20171103,11/03/2017 12:00:00 AM,-1,Complaint,69799,2017-11-03,2017
69799_20171204,12/04/2017 12:00:00 AM,-1,Complaint,69799,2017-12-04,2017
69799_20171211,12/11/2017 12:00:00 AM,-1,Complaint Reinspection/Followup,69799,2017-12-11,2017
69799_20180328,03/28/2018 12:00:00 AM,90,Routine - Unscheduled,69799,2018-03-28,2018
69799_20181001,10/01/2018 12:00:00 AM,91,Routine - Unscheduled,69799,2018-10-01,2018
69799_20181010,10/10/2018 12:00:00 AM,-1,Reinspection/Followup,69799,2018-10-10,2018
69799_20190402,04/02/2019 12:00:00 AM,83,Routine - Unscheduled,69799,2019-04-02,2019
69799_20190729,07/29/2019 12:00:00 AM,-1,Complaint,69799,2019-07-29,2019
69799_20190813,08/13/2019 12:00:00 AM,-1,Complaint Reinspection/Followup,69799,2019-08-13,2019
69813_20161031,10/31/2016 12:00:00 AM,96,Routine - Unscheduled,69813,2016-10-31,2016
69813_20171010,10/10/2017 12:00:00 AM,92,Routine - Unscheduled,69813,2017-10-10,2017
69813_20180119,01/19/2018 12:00:00 AM,-1,Complaint,69813,2018-01-19,2018
69813_20180122,01/22/2018 12:00:00 AM,-1,Complaint Reinspection/Followup,69813,2018-01-22,2018
69813_20180516,05/16/2018 12:00:00 AM,90,Routine - Unscheduled,69813,2018-05-16,2018
69813_20190502,05/02/2019 12:00:00 AM,92,Routine - Unscheduled,69813,2019-05-02,2019
69849_20170830,08/30/2017 12:00:00 AM,90,Routine - Unscheduled,69849,2017-08-30,2017
69849_20180305,03/05/2018 12:00:00 AM,94,Routine - Unscheduled,69849,2018-03-05,2018
69849_20190410,04/10/2019 12:00:00 AM,96,Routine - Unscheduled,69849,2019-04-10,2019
69957_20170201,02/01/2017 12:00:00 AM,88,Routine - Unscheduled,69957,2017-02-01,2017
69957_20180718,07/18/2018 12:00:00 AM,92,Routine - Unscheduled,69957,2018-07-18,2018
69957_20190403,04/03/2019 12:00:00 AM,86,Routine - Unscheduled,69957,2019-04-03,2019
69962_20170918,09/18/2017 12:00:00 AM,86,Routine - Unscheduled,69962,2017-09-18,2017
69962_20181129,11/29/2018 12:00:00 AM,-1,Complaint,69962,2018-11-29,2018
69962_20181206,12/06/2018 12:00:00 AM,-1,Reinspection/Followup,69962,2018-12-06,2018
69962_20190711,07/11/2019 12:00:00 AM,68,Routine - Unscheduled,69962,2019-07-11,2019
69962_20190723,07/23/2019 12:00:00 AM,-1,Reinspection/Followup,69962,2019-07-23,2019
70019_20170710,07/10/2017 12:00:00 AM,85,Routine - Unscheduled,70019,2017-07-10,2017
70019_20170721,07/21/2017 12:00:00 AM,-1,Reinspection/Followup,70019,2017-07-21,2017
70019_20180124,01/24/2018 12:00:00 AM,90,Routine - Unscheduled,70019,2018-01-24,2018
70019_20190515,05/15/2019 12:00:00 AM,86,Routine - Unscheduled,70019,2019-05-15,2019
70064_20161207,12/07/2016 12:00:00 AM,94,Routine - Unscheduled,70064,2016-12-07,2016
70064_20171101,11/01/2017 12:00:00 AM,75,Routine - Unscheduled,70064,2017-11-01,2017
70064_20171109,11/09/2017 12:00:00 AM,-1,Reinspection/Followup,70064,2017-11-09,2017
70064_20180709,07/09/2018 12:00:00 AM,85,Routine - Unscheduled,70064,2018-07-09,2018
70064_20180720,07/20/2018 12:00:00 AM,-1,Reinspection/Followup,70064,2018-07-20,2018
70064_20190710,07/10/2019 12:00:00 AM,84,Routine - Unscheduled,70064,2019-07-10,2019
70064_20190719,07/19/2019 12:00:00 AM,-1,Reinspection/Followup,70064,2019-07-19,2019
70184_20161025,10/25/2016 12:00:00 AM,-1,Complaint,70184,2016-10-25,2016
70184_20170816,08/16/2017 12:00:00 AM,-1,Non-inspection site visit,70184,2017-08-16,2017
70184_20170821,08/21/2017 12:00:00 AM,72,Routine - Unscheduled,70184,2017-08-21,2017
70184_20170830,08/30/2017 12:00:00 AM,-1,Reinspection/Followup,70184,2017-08-30,2017
70184_20171017,10/17/2017 12:00:00 AM,-1,Complaint,70184,2017-10-17,2017
70184_20180313,03/13/2018 12:00:00 AM,83,Routine - Unscheduled,70184,2018-03-13,2018
70184_20180323,03/23/2018 12:00:00 AM,-1,Reinspection/Followup,70184,2018-03-23,2018
70184_20180326,03/26/2018 12:00:00 AM,-1,Reinspection/Followup,70184,2018-03-26,2018
70184_20190311,03/11/2019 12:00:00 AM,88,Routine - Unscheduled,70184,2019-03-11,2019
70184_20190319,03/19/2019 12:00:00 AM,-1,Reinspection/Followup,70184,2019-03-19,2019
70641_20161102,11/02/2016 12:00:00 AM,71,Routine - Unscheduled,70641,2016-11-02,2016
70641_20161104,11/04/2016 12:00:00 AM,-1,Reinspection/Followup,70641,2016-11-04,2016
70641_20161109,11/09/2016 12:00:00 AM,-1,Reinspection/Followup,70641,2016-11-09,2016
70641_20180626,06/26/2018 12:00:00 AM,87,Routine - Unscheduled,70641,2018-06-26,2018
70949_20161129,11/29/2016 12:00:00 AM,94,Routine - Unscheduled,70949,2016-11-29,2016
70949_20181023,10/23/2018 12:00:00 AM,90,Routine - Unscheduled,70949,2018-10-23,2018
70949_20181026,10/26/2018 12:00:00 AM,-1,Reinspection/Followup,70949,2018-10-26,2018
71065_20161221,12/21/2016 12:00:00 AM,-1,Complaint,71065,2016-12-21,2016
71065_20170217,02/17/2017 12:00:00 AM,-1,Complaint,71065,2017-02-17,2017
71065_20171211,12/11/2017 12:00:00 AM,89,Routine - Unscheduled,71065,2017-12-11,2017
71065_20180126,01/26/2018 12:00:00 AM,-1,Reinspection/Followup,71065,2018-01-26,2018
71065_20180403,04/03/2018 12:00:00 AM,-1,Complaint,71065,2018-04-03,2018
71065_20190118,01/18/2019 12:00:00 AM,73,Routine - Unscheduled,71065,2019-01-18,2019
71065_20190213,02/13/2019 12:00:00 AM,-1,Reinspection/Followup,71065,2019-02-13,2019
71065_20190625,06/25/2019 12:00:00 AM,-1,Complaint,71065,2019-06-25,2019
71065_20190701,07/01/2019 12:00:00 AM,-1,Complaint,71065,2019-07-01,2019
71065_20190709,07/09/2019 12:00:00 AM,-1,Reinspection/Followup,71065,2019-07-09,2019
71065_20190722,07/22/2019 12:00:00 AM,-1,Reinspection/Followup,71065,2019-07-22,2019
71149_20180110,01/10/2018 12:00:00 AM,92,Routine - Unscheduled,71149,2018-01-10,2018
71149_20190404,04/04/2019 12:00:00 AM,90,Routine - Unscheduled,71149,2019-04-04,2019
71328_20180619,06/19/2018 12:00:00 AM,92,Routine - Unscheduled,71328,2018-06-19,2018
71356_20170606,06/06/2017 12:00:00 AM,87,Routine - Unscheduled,71356,2017-06-06,2017
71356_20181016,10/16/2018 12:00:00 AM,89,Routine - Unscheduled,71356,2018-10-16,2018
71356_20181029,10/29/2018 12:00:00 AM,-1,Reinspection/Followup,71356,2018-10-29,2018
71366_20180405,04/05/2018 12:00:00 AM,92,Routine - Unscheduled,71366,2018-04-05,2018
71366_20190411,04/11/2019 12:00:00 AM,88,Routine - Unscheduled,71366,2019-04-11,2019
71366_20190419,04/19/2019 12:00:00 AM,-1,Reinspection/Followup,71366,2019-04-19,2019
71366_20190710,07/10/2019 12:00:00 AM,-1,Complaint,71366,2019-07-10,2019
71430_20180827,08/27/2018 12:00:00 AM,90,Routine - Unscheduled,71430,2018-08-27,2018
71476_20161207,12/07/2016 12:00:00 AM,96,Routine - Unscheduled,71476,2016-12-07,2016
71476_20180628,06/28/2018 12:00:00 AM,92,Routine - Unscheduled,71476,2018-06-28,2018
71530_20180409,04/09/2018 12:00:00 AM,93,Routine - Unscheduled,71530,2018-04-09,2018
71530_20180418,04/18/2018 12:00:00 AM,-1,Reinspection/Followup,71530,2018-04-18,2018
71530_20190422,04/22/2019 12:00:00 AM,85,Routine - Unscheduled,71530,2019-04-22,2019
71530_20190807,08/07/2019 12:00:00 AM,96,Routine - Unscheduled,71530,2019-08-07,2019
71696_20161118,11/18/2016 12:00:00 AM,90,Routine - Unscheduled,71696,2016-11-18,2016
71696_20180525,05/25/2018 12:00:00 AM,86,Routine - Unscheduled,71696,2018-05-25,2018
71696_20181205,12/05/2018 12:00:00 AM,89,Routine - Unscheduled,71696,2018-12-05,2018
71696_20181221,12/21/2018 12:00:00 AM,-1,Reinspection/Followup,71696,2018-12-21,2018
71696_20190702,07/02/2019 12:00:00 AM,94,Routine - Unscheduled,71696,2019-07-02,2019
71915_20171121,11/21/2017 12:00:00 AM,84,Routine - Unscheduled,71915,2017-11-21,2017
71915_20171204,12/04/2017 12:00:00 AM,-1,Reinspection/Followup,71915,2017-12-04,2017
71946_20180124,01/24/2018 12:00:00 AM,100,Routine - Unscheduled,71946,2018-01-24,2018
71946_20190319,03/19/2019 12:00:00 AM,89,Routine - Unscheduled,71946,2019-03-19,2019
71946_20190807,08/07/2019 12:00:00 AM,93,Routine - Unscheduled,71946,2019-08-07,2019
71962_20170303,03/03/2017 12:00:00 AM,83,Routine - Unscheduled,71962,2017-03-03,2017
71962_20170417,04/17/2017 12:00:00 AM,-1,Reinspection/Followup,71962,2017-04-17,2017
71962_20180323,03/23/2018 12:00:00 AM,100,Routine - Unscheduled,71962,2018-03-23,2018
71962_20190731,07/31/2019 12:00:00 AM,89,Routine - Unscheduled,71962,2019-07-31,2019
71962_20190823,08/23/2019 12:00:00 AM,-1,Reinspection/Followup,71962,2019-08-23,2019
71962_20190903,09/03/2019 12:00:00 AM,-1,Reinspection/Followup,71962,2019-09-03,2019
71962_20190913,09/13/2019 12:00:00 AM,-1,Reinspection/Followup,71962,2019-09-13,2019
71999_20170201,02/01/2017 12:00:00 AM,83,Routine - Unscheduled,71999,2017-02-01,2017
71999_20170301,03/01/2017 12:00:00 AM,-1,Reinspection/Followup,71999,2017-03-01,2017
71999_20170308,03/08/2017 12:00:00 AM,-1,Reinspection/Followup,71999,2017-03-08,2017
71999_20171127,11/27/2017 12:00:00 AM,-1,Foodborne Illness Investigation,71999,2017-11-27,2017
71999_20181015,10/15/2018 12:00:00 AM,94,Routine - Unscheduled,71999,2018-10-15,2018
71999_20190507,05/07/2019 12:00:00 AM,87,Routine - Unscheduled,71999,2019-05-07,2019
72027_20170830,08/30/2017 12:00:00 AM,82,Routine - Unscheduled,72027,2017-08-30,2017
72027_20171005,10/05/2017 12:00:00 AM,-1,Reinspection/Followup,72027,2017-10-05,2017
72027_20180430,04/30/2018 12:00:00 AM,88,Routine - Unscheduled,72027,2018-04-30,2018
72027_20190107,01/07/2019 12:00:00 AM,-1,Non-inspection site visit,72027,2019-01-07,2019
72171_20170127,01/27/2017 12:00:00 AM,-1,New Construction,72171,2017-01-27,2017
72171_20180403,04/03/2018 12:00:00 AM,90,Routine - Unscheduled,72171,2018-04-03,2018
72171_20180409,04/09/2018 12:00:00 AM,-1,Reinspection/Followup,72171,2018-04-09,2018
72171_20180416,04/16/2018 12:00:00 AM,-1,Non-inspection site visit,72171,2018-04-16,2018
72171_20190122,01/22/2019 12:00:00 AM,78,Routine - Unscheduled,72171,2019-01-22,2019
72171_20190205,02/05/2019 12:00:00 AM,-1,Reinspection/Followup,72171,2019-02-05,2019
72171_20190219,02/19/2019 12:00:00 AM,-1,Reinspection/Followup,72171,2019-02-19,2019
72171_20190722,07/22/2019 12:00:00 AM,87,Routine - Unscheduled,72171,2019-07-22,2019
72171_20190729,07/29/2019 12:00:00 AM,-1,Reinspection/Followup,72171,2019-07-29,2019
73849_20170623,06/23/2017 12:00:00 AM,88,Routine - Unscheduled,73849,2017-06-23,2017
73849_20180504,05/04/2018 12:00:00 AM,96,Routine - Unscheduled,73849,2018-05-04,2018
73849_20190124,01/24/2019 12:00:00 AM,-1,Non-inspection site visit,73849,2019-01-24,2019
73849_20190410,04/10/2019 12:00:00 AM,98,Routine - Unscheduled,73849,2019-04-10,2019
73998_20180827,08/27/2018 12:00:00 AM,90,Routine - Unscheduled,73998,2018-08-27,2018
74039_20161018,10/18/2016 12:00:00 AM,98,Routine - Unscheduled,74039,2016-10-18,2016
74039_20171011,10/11/2017 12:00:00 AM,98,Routine - Unscheduled,74039,2017-10-11,2017
74039_20180510,05/10/2018 12:00:00 AM,-1,New Construction,74039,2018-05-10,2018
74039_20180605,06/05/2018 12:00:00 AM,96,Routine - Unscheduled,74039,2018-06-05,2018
74039_20190605,06/05/2019 12:00:00 AM,98,Routine - Unscheduled,74039,2019-06-05,2019
74202_20170403,04/03/2017 12:00:00 AM,98,Routine - Unscheduled,74202,2017-04-03,2017
74202_20171020,10/20/2017 12:00:00 AM,94,Routine - Unscheduled,74202,2017-10-20,2017
74202_20180416,04/16/2018 12:00:00 AM,92,Routine - Unscheduled,74202,2018-04-16,2018
74202_20190430,04/30/2019 12:00:00 AM,92,Routine - Unscheduled,74202,2019-04-30,2019
74202_20190514,05/14/2019 12:00:00 AM,-1,Reinspection/Followup,74202,2019-05-14,2019
74210_20170315,03/15/2017 12:00:00 AM,83,Routine - Unscheduled,74210,2017-03-15,2017
74210_20180425,04/25/2018 12:00:00 AM,92,Routine - Unscheduled,74210,2018-04-25,2018
74210_20180501,05/01/2018 12:00:00 AM,-1,Reinspection/Followup,74210,2018-05-01,2018
74210_20180626,06/26/2018 12:00:00 AM,-1,Complaint,74210,2018-06-26,2018
74210_20180925,09/25/2018 12:00:00 AM,-1,Foodborne Illness Investigation,74210,2018-09-25,2018
74210_20180928,09/28/2018 12:00:00 AM,-1,Complaint Reinspection/Followup,74210,2018-09-28,2018
74210_20190606,06/06/2019 12:00:00 AM,89,Routine - Unscheduled,74210,2019-06-06,2019
74210_20190614,06/14/2019 12:00:00 AM,-1,Reinspection/Followup,74210,2019-06-14,2019
74210_20190625,06/25/2019 12:00:00 AM,-1,Reinspection/Followup,74210,2019-06-25,2019
74239_20161122,11/22/2016 12:00:00 AM,94,Routine - Unscheduled,74239,2016-11-22,2016
74239_20170630,06/30/2017 12:00:00 AM,-1,Reinspection/Followup,74239,2017-06-30,2017
74239_20171206,12/06/2017 12:00:00 AM,-1,Reinspection/Followup,74239,2017-12-06,2017
74239_20190321,03/21/2019 12:00:00 AM,96,Routine - Unscheduled,74239,2019-03-21,2019
74239_20190326,03/26/2019 12:00:00 AM,-1,Reinspection/Followup,74239,2019-03-26,2019
74358_20161206,12/06/2016 12:00:00 AM,94,Routine - Unscheduled,74358,2016-12-06,2016
74358_20161216,12/16/2016 12:00:00 AM,-1,Reinspection/Followup,74358,2016-12-16,2016
74358_20171102,11/02/2017 12:00:00 AM,90,Routine - Unscheduled,74358,2017-11-02,2017
74358_20171113,11/13/2017 12:00:00 AM,-1,Reinspection/Followup,74358,2017-11-13,2017
74358_20180904,09/04/2018 12:00:00 AM,92,Routine - Unscheduled,74358,2018-09-04,2018
74358_20190711,07/11/2019 12:00:00 AM,93,Routine - Unscheduled,74358,2019-07-11,2019
74358_20190718,07/18/2019 12:00:00 AM,-1,Reinspection/Followup,74358,2019-07-18,2019
74374_20170629,06/29/2017 12:00:00 AM,76,Routine - Unscheduled,74374,2017-06-29,2017
74374_20170713,07/13/2017 12:00:00 AM,-1,Reinspection/Followup,74374,2017-07-13,2017
74374_20170721,07/21/2017 12:00:00 AM,-1,Reinspection/Followup,74374,2017-07-21,2017
74374_20180411,04/11/2018 12:00:00 AM,85,Routine - Unscheduled,74374,2018-04-11,2018
74374_20180420,04/20/2018 12:00:00 AM,-1,Reinspection/Followup,74374,2018-04-20,2018
74374_20190415,04/15/2019 12:00:00 AM,77,Routine - Unscheduled,74374,2019-04-15,2019
74374_20190521,05/21/2019 12:00:00 AM,-1,Reinspection/Followup,74374,2019-05-21,2019
74759_20180306,03/06/2018 12:00:00 AM,91,Routine - Unscheduled,74759,2018-03-06,2018
74759_20180309,03/09/2018 12:00:00 AM,-1,Reinspection/Followup,74759,2018-03-09,2018
74759_20190422,04/22/2019 12:00:00 AM,94,Routine - Unscheduled,74759,2019-04-22,2019
74829_20161228,12/28/2016 12:00:00 AM,-1,Reinspection/Followup,74829,2016-12-28,2016
74829_20170802,08/02/2017 12:00:00 AM,98,Routine - Unscheduled,74829,2017-08-02,2017
74829_20180518,05/18/2018 12:00:00 AM,96,Routine - Unscheduled,74829,2018-05-18,2018
74975_20171207,12/07/2017 12:00:00 AM,89,Routine - Unscheduled,74975,2017-12-07,2017
74975_20171215,12/15/2017 12:00:00 AM,-1,Reinspection/Followup,74975,2017-12-15,2017
74975_20180119,01/19/2018 12:00:00 AM,-1,New Construction,74975,2018-01-19,2018
74975_20180405,04/05/2018 12:00:00 AM,-1,Complaint,74975,2018-04-05,2018
74975_20190307,03/07/2019 12:00:00 AM,91,Routine - Unscheduled,74975,2019-03-07,2019
75147_20171025,10/25/2017 12:00:00 AM,87,Routine - Unscheduled,75147,2017-10-25,2017
75147_20171027,10/27/2017 12:00:00 AM,-1,Reinspection/Followup,75147,2017-10-27,2017
75187_20161128,11/28/2016 12:00:00 AM,85,Routine - Unscheduled,75187,2016-11-28,2016
75187_20161212,12/12/2016 12:00:00 AM,-1,Reinspection/Followup,75187,2016-12-12,2016
75187_20170815,08/15/2017 12:00:00 AM,-1,Foodborne Illness Investigation,75187,2017-08-15,2017
75187_20180507,05/07/2018 12:00:00 AM,90,Routine - Unscheduled,75187,2018-05-07,2018
75187_20190613,06/13/2019 12:00:00 AM,75,Routine - Unscheduled,75187,2019-06-13,2019
75187_20190614,06/14/2019 12:00:00 AM,-1,Non-inspection site visit,75187,2019-06-14,2019
75187_20190621,06/21/2019 12:00:00 AM,-1,Reinspection/Followup,75187,2019-06-21,2019
75187_20190628,06/28/2019 12:00:00 AM,-1,Reinspection/Followup,75187,2019-06-28,2019
75402_20170105,01/05/2017 12:00:00 AM,87,Routine - Unscheduled,75402,2017-01-05,2017
75402_20170825,08/25/2017 12:00:00 AM,79,Routine - Unscheduled,75402,2017-08-25,2017
75402_20170901,09/01/2017 12:00:00 AM,-1,Reinspection/Followup,75402,2017-09-01,2017
75402_20170912,09/12/2017 12:00:00 AM,-1,Reinspection/Followup,75402,2017-09-12,2017
75402_20170920,09/20/2017 12:00:00 AM,-1,Reinspection/Followup,75402,2017-09-20,2017
75402_20180201,02/01/2018 12:00:00 AM,-1,Complaint,75402,2018-02-01,2018
75402_20180208,02/08/2018 12:00:00 AM,-1,Complaint Reinspection/Followup,75402,2018-02-08,2018
75402_20180724,07/24/2018 12:00:00 AM,92,Routine - Unscheduled,75402,2018-07-24,2018
75402_20190305,03/05/2019 12:00:00 AM,-1,Reinspection/Followup,75402,2019-03-05,2019
75402_20190318,03/18/2019 12:00:00 AM,-1,Reinspection/Followup,75402,2019-03-18,2019
75402_20190909,09/09/2019 12:00:00 AM,80,Routine - Unscheduled,75402,2019-09-09,2019
75402_20190916,09/16/2019 12:00:00 AM,-1,Reinspection/Followup,75402,2019-09-16,2019
75402_20191001,10/01/2019 12:00:00 AM,-1,Complaint,75402,2019-10-01,2019
75406_20170105,01/05/2017 12:00:00 AM,94,Routine - Unscheduled,75406,2017-01-05,2017
75406_20170727,07/27/2017 12:00:00 AM,92,Routine - Unscheduled,75406,2017-07-27,2017
75406_20180409,04/09/2018 12:00:00 AM,92,Routine - Unscheduled,75406,2018-04-09,2018
75406_20190222,02/22/2019 12:00:00 AM,94,Routine - Unscheduled,75406,2019-02-22,2019
75406_20190814,08/14/2019 12:00:00 AM,96,Routine - Unscheduled,75406,2019-08-14,2019
75429_20161202,12/02/2016 12:00:00 AM,94,Routine - Unscheduled,75429,2016-12-02,2016
75429_20180502,05/02/2018 12:00:00 AM,89,Routine - Unscheduled,75429,2018-05-02,2018
75429_20180611,06/11/2018 12:00:00 AM,-1,Reinspection/Followup,75429,2018-06-11,2018
75429_20181213,12/13/2018 12:00:00 AM,-1,Complaint,75429,2018-12-13,2018
75448_20180711,07/11/2018 12:00:00 AM,90,Routine - Unscheduled,75448,2018-07-11,2018
